Id,PRICE
49216,388485.64003390644
49217,334078.9359671381
49218,319403.5739475631
49219,338016.95274815685
49220,322223.20472649264
49221,391915.1134561155
49222,511778.017860707
49223,254029.78375822032
49224,671734.8058010082
49225,545184.0227187716
49226,563177.073899036
49227,1034577.4836921899
49228,1034577.4836921899
49229,753594.0763676092
49230,545184.0227187716
49231,1034577.4836921899
49232,445183.55278314627
49233,233680.6466414516
49234,233680.6466414516
49235,323010.8435543611
49236,660675.0173400184
49237,381902.89044148586
49238,435508.3715847442
49239,435508.3715847442
49240,435508.3715847442
49241,435508.3715847442
49242,437640.0774300294
49243,533107.7128732483
49244,875946.9440429149
49245,625209.181824995
49246,448784.7238715742
49247,405146.36384698586
49248,920677.8667736887
49249,679321.2223174124
49250,248873.24398165604
49251,178470.65238345676
49252,404380.5152823426
49253,710880.4366384706
49254,788218.8169421073
49255,404948.586763364
49256,513530.2519675276
49257,710533.411780029
49258,522636.9558281029
49259,925184.3573908139
49260,749740.3223125243
49261,380971.6475715037
49262,412733.90254163695
49263,714708.9144614874
49264,975461.315701771
49265,1010118.1798926352
49266,988165.2655022378
49267,988165.2655022378
49268,420360.9001651163
49269,478429.16272885056
49270,230845.43962219788
49271,1219327.839489618
49272,233680.6466414516
49273,233680.6466414516
49274,389435.25002372626
49275,325067.7266412076
49276,449552.34569243016
49277,444314.90222431463
49278,449552.34569243016
49279,515666.0322062216
49280,597161.649940127
49281,254650.73134420448
49282,379486.3798752618
49283,627847.7560719765
49284,322695.5572508996
49285,443015.1033411631
49286,1151059.2071648855
49287,463822.6689939225
49288,1011351.9872144666
49289,489057.8650501346
49290,1311025.324203856
49291,576250.9920722911
49292,1210799.2911295595
49293,714534.4462786699
49294,547184.206449888
49295,560023.5647669726
49296,421697.17284090124
49297,449662.11308187206
49298,783996.5689761349
49299,784379.4732757177
49300,956419.0443678068
49301,243464.47783137203
49302,253039.41548776106
49303,233110.8331064294
49304,531288.6778436144
49305,320028.01866371697
49306,320028.01866371697
49307,1267049.372936497
49308,1068461.4083742478
49309,1057561.484165212
49310,1376040.81372551
49311,735777.7341931799
49312,955893.81196808
49313,961511.193373218
49314,249238.07154009293
49315,480184.4346882335
49316,889686.7974252017
49317,881901.5471985564
49318,827459.134845992
49319,328097.5241889947
49320,530867.2903051163
49321,1235283.1857029332
49322,1039895.3344925586
49323,435295.772920876
49324,1055240.2917417807
49325,790724.4621322417
49326,541205.5630170311
49327,435721.07408190164
49328,776188.0927758854
49329,777325.9202186622
49330,595560.0958241416
49331,565795.5359503335
49332,715625.5715688616
49333,412129.7544633841
49334,954727.6613113262
49335,583186.0184377393
49336,320028.01866371697
49337,322223.20472649264
49338,410723.5124563367
49339,643168.406338582
49340,556887.7137042923
49341,626622.6876686998
49342,402189.82364275574
49343,793625.4902971269
49344,936090.1378297803
49345,645055.4516558463
49346,803765.0400980322
49347,957353.5035454533
49348,622619.696902207
49349,758022.6282617718
49350,223852.34833265914
49351,223852.34833265914
49352,312309.43894039164
49353,227488.5611653172
49354,431908.2743409507
49355,440426.9017467819
49356,349599.2353394602
49357,234137.5001552029
49358,321437.48649954377
49359,458530.90358075325
49360,629497.7140853648
49361,767332.5417689141
49362,779035.7895732241
49363,1091132.0893124242
49364,818018.6311291581
49365,416377.4347686907
49366,1187307.8431672053
49367,1016116.2317675757
49368,1043201.0266266577
49369,1852456.592940926
49370,744269.1207827814
49371,1002257.3778522603
49372,475517.9561935362
49373,826449.6691485931
49374,172473.6528638695
49375,872531.9505443119
49376,1091931.551059048
49377,776804.2090742511
49378,641443.4646773977
49379,1082905.180904384
49380,748642.8738787405
49381,1425886.7434647717
49382,793238.0724428272
49383,1014814.6710034376
49384,386216.01277888345
49385,493254.7317118191
49386,245373.9933973206
49387,466320.606355165
49388,472509.09138959995
49389,325385.3306478461
49390,354584.83023322694
49391,368170.1770947003
49392,354931.2736157766
49393,190259.51697928822
49394,502983.30957254156
49395,180927.43699161446
49396,432541.41609084536
49397,175189.7176880509
49398,177168.26957533622
49399,328899.5221382054
49400,465297.1009849634
49401,465297.1009849634
49402,597052.3163863865
49403,271604.2518227326
49404,280362.7587287098
49405,535161.5727998025
49406,191471.0601531335
49407,322853.1619155335
49408,378191.5214412287
49409,275612.1125128285
49410,540677.2999423343
49411,1413495.7182428672
49412,717024.6435998593
49413,551913.5713854729
49414,462578.72256050864
49415,664557.5234414062
49416,600670.9149926213
49417,673541.2056095657
49418,618227.0692288004
49419,618227.0692288004
49420,600670.9149926213
49421,600670.9149926213
49422,600670.9149926213
49423,621860.1267916365
49424,659707.9401515012
49425,616870.151441475
49426,717024.6435998593
49427,717024.6435998593
49428,830494.9360263511
49429,220597.16110925167
49430,170214.7532172121
49431,389625.45038625837
49432,325067.7266412076
49433,345357.60805792926
49434,236666.20668595278
49435,252545.68019970797
49436,372055.6038840856
49437,164094.06004669532
49438,197645.4870679983
49439,188594.64125901097
49440,402214.3721106361
49441,662451.6756500171
49442,662451.6756500171
49443,625056.5614957578
49444,246214.10896530614
49445,189332.77981470412
49446,189332.77981470412
49447,201445.30901891206
49448,1429459.4098219527
49449,504705.432210553
49450,274269.63045605447
49451,223197.4906384944
49452,926257.8864035639
49453,392106.524985135
49454,691241.4035679365
49455,579212.9904220605
49456,311091.85982696817
49457,224948.05025380736
49458,226601.66731555903
49459,237708.5323158893
49460,769583.8825771055
49461,262093.55470096643
49462,266741.39847897645
49463,611024.5057085116
49464,618227.0692288004
49465,611024.5057085116
49466,600670.9149926213
49467,600670.9149926213
49468,599352.5303901819
49469,608196.7271578675
49470,717024.6435998593
49471,618227.0692288004
49472,806566.2116302681
49473,1009193.812285001
49474,608196.7271578675
49475,600670.9149926213
49476,600670.9149926213
49477,600670.9149926213
49478,1020093.1982536128
49479,600670.9149926213
49480,600670.9149926213
49481,717024.6435998593
49482,347048.0481960416
49483,1779859.8388044944
49484,340086.35338607297
49485,286171.74684700853
49486,835987.4729057078
49487,439245.7014514281
49488,855185.758322509
49489,606269.4752805837
49490,445836.15499148215
49491,609832.2631491777
49492,189332.77981470412
49493,458223.15534255264
49494,195342.84739730012
49495,265961.0731509319
49496,370876.63525597355
49497,195342.84739730012
49498,241923.94358063725
49499,239455.95303955412
49500,336370.5022717516
49501,337522.17320336506
49502,293244.34590163874
49503,195629.20382892733
49504,188778.90567157915
49505,242042.0993504897
49506,515917.8837431976
49507,393352.9806738749
49508,517305.2675118767
49509,955660.4679409298
49510,468145.7336046303
49511,244536.74441634963
49512,560844.5129192622
49513,737216.2043790395
49514,562352.7114107186
49515,1217914.6436281197
49516,383397.6160926689
49517,660513.7394164107
49518,438388.63694029587
49519,621860.1267916365
49520,434340.3625119453
49521,972429.6275337298
49522,1386833.235587599
49523,815625.5993001197
49524,429699.56766999455
49525,705176.1380302942
49526,261071.74876692382
49527,320653.6841902666
49528,712444.1470998739
49529,388130.1335705771
49530,673212.408347066
49531,179081.703177471
49532,533075.1755536653
49533,334078.9359671381
49534,824233.1774006513
49535,527894.6997550416
49536,209572.28308960804
49537,690861.797595717
49538,912342.9601314142
49539,827459.134845992
49540,777136.1665469038
49541,827459.134845992
49542,834763.7783604105
49543,659546.898301904
49544,394434.8419327752
49545,242870.8071241085
49546,345357.60805792926
49547,525579.9398677899
49548,483242.1748910356
49549,440426.9017467819
49550,553499.0926128748
49551,812049.1712337804
49552,588190.6490412998
49553,627196.6405681712
49554,598767.510885271
49555,570790.2656211054
49556,415767.9533922051
49557,585039.8910054116
49558,415767.9533922051
49559,946199.997392352
49560,543721.8696892825
49561,769583.8825771055
49562,249238.07154009293
49563,250947.68416477006
49564,355451.5734595625
49565,1207478.2943358726
49566,316145.1738585782
49567,219951.8261402898
49568,222761.9834779965
49569,218027.1263366449
49570,827459.134845992
49571,832524.9886369869
49572,830292.203222274
49573,832524.9886369869
49574,777136.1665469038
49575,835171.4773893584
49576,250335.76619434883
49577,439352.95226311637
49578,446925.95194399194
49579,461000.3419068772
49580,212664.78443850693
49581,411727.48045486654
49582,216119.26871794183
49583,212457.2053584233
49584,250947.68416477006
49585,366734.81760208664
49586,416784.25196621084
49587,525579.9398677899
49588,438495.6784821742
49589,183956.18656954274
49590,725432.4249701994
49591,323958.551951956
49592,404183.1120569338
49593,465638.01959298167
49594,520345.25056660344
49595,409347.05253451574
49596,179607.12589111537
49597,179607.12589111537
49598,517463.1606423887
49599,370876.63525597355
49600,270149.350626315
49601,428992.02775820234
49602,359465.96078085055
49603,194581.27780864283
49604,250335.76619434883
49605,250335.76619434883
49606,566936.2872176503
49607,475053.8098602798
49608,346032.79378259095
49609,250335.76619434883
49610,250335.76619434883
49611,346032.79378259095
49612,343675.4019031959
49613,475053.8098602798
49614,250335.76619434883
49615,234939.1440303592
49616,343675.4019031959
49617,250335.76619434883
49618,566936.2872176503
49619,469748.5787694413
49620,464275.84205900755
49621,285613.3631280539
49622,425627.6062720622
49623,301079.2123361734
49624,469748.5787694413
49625,333101.62139659206
49626,217190.3749694982
49627,450211.35218925006
49628,698323.1685348783
49629,457301.1493659441
49630,597307.4591568218
49631,622961.8060710569
49632,181281.15620846712
49633,180398.15183967407
49634,497123.3765201753
49635,172305.30377732622
49636,328578.48797909135
49637,326978.0114240803
49638,256647.98178383015
49639,199975.2695264858
49640,788603.7833896178
49641,1148042.199604333
49642,410222.4468695546
49643,266871.6751056812
49644,266871.6751056812
49645,266871.6751056812
49646,250335.76619434883
49647,250335.76619434883
49648,254402.17037678987
49649,254402.17037678987
49650,383772.2107048898
49651,331641.0076189861
49652,509440.63793398894
49653,224948.05025380736
49654,224071.06091745032
49655,670424.104157163
49656,312156.9813212865
49657,161323.39125402452
49658,317537.54086402396
49659,354238.7250091497
49660,460662.8187918269
49661,563589.7082002063
49662,469748.5787694413
49663,455073.6761900788
49664,458083.3380686422
49665,190073.80736302058
49666,523658.72863264626
49667,322695.5572508996
49668,526864.661643616
49669,518190.0899897012
49670,221244.3894801892
49671,164897.25991563298
49672,312920.0143843074
49673,318313.7261071155
49674,326978.0114240803
49675,309576.55908050074
49676,312920.0143843074
49677,159200.8102304979
49678,403763.950105503
49679,406136.6991253109
49680,238056.99333193494
49681,238056.99333193494
49682,517557.91965216066
49683,520599.3874360666
49684,700885.1927002225
49685,1037106.3934188687
49686,757097.8722117648
49687,863578.0932453129
49688,1053502.741417988
49689,495911.1767398839
49690,495911.1767398839
49691,685652.8437146012
49692,685652.8437146012
49693,1086347.5957511028
49694,548957.1385979187
49695,335059.117962243
49696,527508.1996870746
49697,866587.7170159193
49698,540281.4410460944
49699,251438.29531689658
49700,280636.68421619065
49701,396244.5603048132
49702,519996.0149254124
49703,342335.5384889665
49704,342670.01382972783
49705,519996.0149254124
49706,445618.5146955897
49707,154764.8836230733
49708,440857.21622331114
49709,388295.9960835441
49710,342335.5384889665
49711,448675.1706623364
49712,342670.01382972783
49713,435721.07408190164
49714,935576.069365389
49715,1208068.0273128394
49716,1412116.025118452
49717,1023023.6922722673
49718,1072643.2480889196
49719,773917.432010165
49720,1075002.721471422
49721,1458275.8800127893
49722,228267.440292349
49723,442609.69650919735
49724,574565.2273316513
49725,1108044.3678150286
49726,197935.21897862668
49727,354931.2736157766
49728,348406.35585177044
49729,760803.6791834517
49730,381902.89044148586
49731,347471.94950919
49732,817220.1747444333
49733,506928.2565627399
49734,618227.0692288004
49735,600670.9149926213
49736,600670.9149926213
49737,599352.5303901819
49738,525098.9772623176
49739,695940.3962078309
49740,483006.2743954084
49741,351825.4291923709
49742,770006.7437614506
49743,667688.0997405677
49744,472509.09138959995
49745,533075.1755536653
49746,971658.3524356567
49747,500900.0585032752
49748,192690.31824650234
49749,269359.05567453563
49750,742998.2627321528
49751,369791.672690281
49752,948686.5719685404
49753,268964.77559518267
49754,1342770.883616538
49755,686657.9539824056
49756,717024.6435998593
49757,600670.9149926213
49758,737621.2805823744
49759,600670.9149926213
49760,600670.9149926213
49761,600670.9149926213
49762,368619.8780002197
49763,699517.6122707351
49764,506062.6639458297
49765,716106.1943970488
49766,506062.6639458297
49767,370876.63525597355
49768,801805.1165638927
49769,506680.79342068796
49770,835987.4729057078
49771,793431.7577238679
49772,495185.2761473555
49773,588909.0936192372
49774,809673.6024636361
49775,443015.1033411631
49776,451311.8438252649
49777,339174.26082435116
49778,164094.06004669532
49779,428547.13748411776
49780,304925.87263731495
49781,307017.4677063596
49782,463624.5448972891
49783,695770.5096234903
49784,931246.2889445863
49785,703456.616478983
49786,708800.8269000368
49787,558930.8362071402
49788,653615.905460696
49789,574179.6013355367
49790,423657.83156690124
49791,728983.237403589
49792,613715.5806690545
49793,1149725.1343624585
49794,651703.8173905573
49795,767145.2275890147
49796,851020.2246480657
49797,601111.0206622739
49798,831103.4314950677
49799,537518.5321278682
49800,887084.1075314827
49801,188226.6518319575
49802,246575.03845209803
49803,260435.14398943208
49804,265183.0305867218
49805,346201.79636471835
49806,397916.83371780906
49807,339339.9136956986
49808,240745.5535947984
49809,498947.23424277443
49810,800045.2718744791
49811,572744.5468453035
49812,637073.550490387
49813,637073.550490387
49814,1607871.2253345735
49815,870776.3001285612
49816,848168.1959806988
49817,1074215.6542303485
49818,476447.6097710196
49819,903917.982008889
49820,592803.8854776544
49821,782084.849444226
49822,632887.9016806401
49823,592406.018398403
49824,990338.9142392433
49825,760061.0695019
49826,1204313.4083590799
49827,1285118.6197920535
49828,460550.3660110375
49829,425004.5847591767
49830,670751.5396105617
49831,453299.5120627383
49832,627656.1813759768
49833,330186.79847128975
49834,437426.43814824417
49835,756959.2561420513
49836,633351.6124194687
49837,246093.91657864532
49838,364325.32634066575
49839,506680.79342068796
49840,502124.45305081765
49841,364325.32634066575
49842,610316.3308643262
49843,518823.03249074373
49844,364325.32634066575
49845,470207.5416824056
49846,1458364.8888252873
49847,1441374.4232336946
49848,528926.7516255751
49849,504705.432210553
49850,1287002.4972264438
49851,1287002.4972264438
49852,1049843.9693967453
49853,771276.7219156076
49854,886651.0667260587
49855,262862.5327947431
49856,1815740.0307402452
49857,475053.8098602798
49858,336370.5022717516
49859,711401.2917403254
49860,418211.24483420013
49861,397892.54754285136
49862,163135.38278120654
49863,422934.42527349986
49864,424175.30778398504
49865,430434.54537090723
49866,443015.1033411631
49867,343172.3396824188
49868,689513.7750041249
49869,343172.3396824188
49870,483242.1748910356
49871,427502.1559555098
49872,1388103.500728509
49873,575126.6002497236
49874,918152.61897583
49875,664233.1116717011
49876,546249.8757964649
49877,314144.7486923617
49878,548387.8373614184
49879,1495776.4832581219
49880,738657.486822432
49881,1200790.3097294522
49882,907732.7927603086
49883,956886.1598869085
49884,844809.936877261
49885,675847.2872145389
49886,686490.3333426955
49887,942511.1131951434
49888,582083.6213412933
49889,248873.24398165604
49890,341667.5669186842
49891,812644.1516721142
49892,349428.5742565238
49893,1144893.3338163905
49894,400230.79282682104
49895,550803.0478218866
49896,1106962.8214218626
49897,630728.4032618612
49898,1251065.4602553376
49899,505445.28856319806
49900,522892.21196751273
49901,370876.63525597355
49902,843624.8174628208
49903,349257.9964838532
49904,259419.80358602054
49905,315990.8437792134
49906,301079.2123361734
49907,161786.836392124
49908,311243.7972402256
49909,320028.01866371697
49910,408124.6378929628
49911,169302.9646629398
49912,169137.71044018283
49913,315836.589037938
49914,315836.589037938
49915,459090.97545886156
49916,447471.84897148976
49917,660513.7394164107
49918,548253.9699539638
49919,1402495.8072946197
49920,345189.01757650485
49921,345189.01757650485
49922,185398.97282253514
49923,345189.01757650485
49924,733983.5928394265
49925,363170.8533917349
49926,502983.30957254156
49927,338843.1976385216
49928,338843.1976385216
49929,352857.6791009624
49930,918825.3403664145
49931,910562.779311144
49932,608233.849673018
49933,232088.6678791426
49934,586935.4793985296
49935,767519.9016853974
49936,898033.9435947633
49937,540677.2999423343
49938,242633.74437366254
49939,348066.28134891397
49940,468603.1304745683
49941,368349.99158543436
49942,1153661.5824387555
49943,1049395.523466981
49944,462465.8020868694
49945,1047347.9230958614
49946,988406.5462397775
49947,973320.3211125585
49948,311395.8088597884
49949,371624.3929967197
49950,164013.955552291
49951,311243.7972402256
49952,164013.955552291
49953,226712.33967834892
49954,805336.4277506976
49955,432541.41609084536
49956,768082.2559660387
49957,765835.3080165657
49958,337604.5861374456
49959,836599.992702157
49960,386404.6408644041
49961,258913.6187641685
49962,704487.8256027537
49963,663746.790928329
49964,219629.86694999176
49965,233566.57261557912
49966,718733.4613382949
49967,184676.17072688034
49968,239689.910962368
49969,181281.15620846712
49970,474126.87589151465
49971,242160.31282767668
49972,687496.671300915
49973,667973.427821339
49974,449991.5760880802
49975,345189.01757650485
49976,244059.599700728
49977,397601.2290341786
49978,706209.8678302101
49979,358239.4147023907
49980,526350.3965193676
49981,392585.4629065532
49982,702084.0186388377
49983,424071.76199961366
49984,836395.7695876575
49985,424175.30778398504
49986,833745.4013020162
49987,426251.5410828731
49988,375523.3524912325
49989,198419.04963260624
49990,419438.2696124915
49991,678326.8513475159
49992,345526.2808790256
49993,376533.1934376758
49994,857694.8589946338
49995,983412.0213648274
49996,603316.390654827
49997,1320018.1134341715
49998,948049.8501710609
49999,329220.8699603714
50000,255522.60876217828
50001,585218.458257026
50002,357191.4210636449
50003,357191.4210636449
50004,275881.3964313418
50005,429804.48759809503
50006,523786.5906094577
50007,533726.2994199385
50008,189981.02054164518
50009,304182.3327168962
50010,504212.7963958924
50011,214332.73501524644
50012,222110.3155373449
50013,222110.3155373449
50014,510904.1441556567
50015,742091.8357826278
50016,432752.6695255193
50017,313072.84466912574
50018,237360.58136710947
50019,369430.7242829445
50020,289686.46278292045
50021,290252.80954851984
50022,446489.7138605924
50023,582652.3400272327
50024,575969.6882008603
50025,429489.8046438121
50026,595560.0958241416
50027,389815.74364273855
50028,456966.33462847216
50029,327937.3594256694
50030,251806.88302809608
50031,368529.8938976518
50032,340169.39241713064
50033,545184.0227187716
50034,214751.76271185276
50035,548153.5908440637
50036,354931.2736157766
50037,232655.98284482
50038,251683.96046132705
50039,352857.6791009624
50040,271604.2518227326
50041,483242.1748910356
50042,223524.67966956954
50043,189332.77981470412
50044,189332.77981470412
50045,442609.69650919735
50046,195342.84739730012
50047,195342.84739730012
50048,195342.84739730012
50049,195342.84739730012
50050,270149.350626315
50051,207941.378643663
50052,230845.43962219788
50053,230845.43962219788
50054,355972.63601981656
50055,328097.5241889947
50056,183328.50338431104
50057,870776.3001285612
50058,401209.1125378628
50059,183328.50338431104
50060,236089.11307640394
50061,171969.09841331374
50062,328097.5241889947
50063,237708.5323158893
50064,639723.1492131863
50065,642697.5081975713
50066,339505.64747198776
50067,539358.8970364269
50068,324909.040910095
50069,320497.1532272102
50070,372510.0506382756
50071,361754.9844151384
50072,432356.65393270116
50073,254899.53516550054
50074,364058.58419785183
50075,518190.0899897012
50076,456631.7650268556
50077,1008147.2182163462
50078,345189.01757650485
50079,238056.99333193494
50080,474358.439684662
50081,234480.72633393362
50082,474126.87589151465
50083,445183.55278314627
50084,197838.59451436164
50085,550030.3682438984
50086,255273.19676758093
50087,474358.439684662
50088,279815.7096171181
50089,266741.39847897645
50090,339671.46219273255
50091,344852.0834719107
50092,338512.45759877266
50093,568044.6667031193
50094,406930.7100146399
50095,1360258.5006285163
50096,686993.31805583
50097,250335.76619434883
50098,250335.76619434883
50099,1174621.819509373
50100,599352.5303901819
50101,854559.6308886297
50102,610130.105518423
50103,397504.1702700972
50104,226712.33967834892
50105,268439.9664436177
50106,280225.89626683056
50107,408722.91480211663
50108,626125.686691763
50109,260053.92647669127
50110,1180371.3030142162
50111,534900.3272239325
50112,442042.75013358303
50113,1769461.4662934307
50114,477379.0808524749
50115,305820.52003355237
50116,1153028.0312302292
50117,420258.285518936
50118,328738.96586990904
50119,396559.0881029265
50120,373602.9888792762
50121,379486.3798752618
50122,385839.03280611604
50123,343172.3396824188
50124,324909.040910095
50125,228378.92621945814
50126,343675.4019031959
50127,241687.80505026766
50128,492532.71954752214
50129,310181.7916524902
50130,308219.10009990196
50131,198225.375612234
50132,381343.8719166721
50133,197645.4870679983
50134,429175.3520858247
50135,239455.95303955412
50136,328738.96586990904
50137,938321.033861843
50138,745906.275711071
50139,938321.033861843
50140,745906.275711071
50141,782132.5855719887
50142,941591.1414642233
50143,815426.4962620996
50144,350026.2527962832
50145,827711.6938694096
50146,465297.1009849634
50147,335386.48395278637
50148,239105.44426631258
50149,511153.6699842293
50150,319559.5708059758
50151,249116.40296963192
50152,240510.5652741821
50153,848996.8898043836
50154,352685.4273694066
50155,479013.53930547566
50156,777183.600621815
50157,456631.7650268556
50158,383959.6452363077
50159,321673.0005834062
50160,675022.7816596511
50161,602727.5020821271
50162,402386.25334514887
50163,465979.1879887099
50164,302257.603055334
50165,574565.2273316513
50166,578400.4567028402
50167,351653.681366057
50168,242870.8071241085
50169,460887.8067330416
50170,337522.17320336506
50171,532294.8753629326
50172,529185.0797042634
50173,924281.2980605068
50174,220166.72776085802
50175,158580.14509135127
50176,581054.2332499655
50177,802392.5912841569
50178,926257.8864035639
50179,792076.9532468702
50180,563177.073899036
50181,563177.073899036
50182,1331752.2501853285
50183,215171.6096216815
50184,1335007.5706152692
50185,941591.1414642233
50186,356059.554011332
50187,696620.357459294
50188,831763.138046273
50189,815277.2008800879
50190,230845.43962219788
50191,450651.2264602732
50192,326021.4698992822
50193,452857.0528376965
50194,325226.4898745073
50195,454407.55236249726
50196,325226.4898745073
50197,449552.34569243016
50198,449552.34569243016
50199,483478.1906005777
50200,459988.5137372099
50201,492292.2837604759
50202,669442.7565342836
50203,692550.5325114387
50204,364859.3970875211
50205,518949.71373355004
50206,800045.2718744791
50207,728805.2847040202
50208,222110.3155373449
50209,222435.9108597859
50210,223415.5634014565
50211,290820.26354107016
50212,206625.6186658668
50213,214751.76271185276
50214,214961.5836650883
50215,213392.9096717291
50216,177948.5543095861
50217,249359.799533542
50218,177948.5543095861
50219,671570.8280633138
50220,163135.38278120654
50221,670587.8018987884
50222,798727.9236533457
50223,795953.9741753265
50224,718908.954796424
50225,755067.3781008887
50226,388865.2058464563
50227,287151.5464431886
50228,355625.17617819284
50229,734162.809928718
50230,835171.4773893584
50231,378930.8985694787
50232,658742.2785429046
50233,377292.3558741193
50234,166596.79952847812
50235,377292.3558741193
50236,183328.50338431104
50237,406558.3243132667
50238,340668.052565988
50239,924224.8861286337
50240,710186.556325957
50241,931018.9616446181
50242,922872.0321823269
50243,737216.2043790395
50244,441719.10688986373
50245,318936.0401341322
50246,318936.0401341322
50247,441719.10688986373
50248,320653.6841902666
50249,321594.4767218205
50250,247540.10586619834
50251,334242.10027938616
50252,401037.7341247398
50253,279542.5854713004
50254,176822.57550058494
50255,176822.57550058494
50256,176822.57550058494
50257,807502.1031874178
50258,494581.1707250125
50259,1058336.3490597324
50260,1084227.8937984246
50261,1865277.0959178843
50262,775241.1756153993
50263,1466845.547176006
50264,775998.6168601229
50265,1115372.4974521664
50266,498825.43582174066
50267,354584.83023322694
50268,367990.4503825784
50269,588047.0653366446
50270,588047.0653366446
50271,868016.9869258096
50272,1074477.945928284
50273,2500219.1023127018
50274,404059.7839792721
50275,1211908.3185833965
50276,688504.4844672139
50277,751756.4911383725
50278,812445.7764377345
50279,370695.5873536601
50280,323484.3506920398
50281,255273.19676758093
50282,466548.357562534
50283,520218.2286581493
50284,859581.5144075238
50285,454851.52648680774
50286,856648.5069724864
50287,454851.52648680774
50288,671734.8058010082
50289,450321.28048859147
50290,650749.8719878608
50291,760989.4449447517
50292,766396.428012
50293,1135429.1590623858
50294,1123571.7194054772
50295,812644.1516721142
50296,847702.4112187054
50297,555394.1720307535
50298,329381.6615908562
50299,726495.848808691
50300,262862.5327947431
50301,2338439.526061604
50302,722251.4840003203
50303,1620580.8250356894
50304,1278234.6310292622
50305,1143217.4717096668
50306,586469.9560263307
50307,1452679.2629460043
50308,1270766.8745463067
50309,716281.0463542799
50310,680150.978196135
50311,931473.671751159
50312,537124.9859352328
50313,1009132.2178627135
50314,705520.5463936721
50315,508539.7156150971
50316,860001.3344306374
50317,321830.10583087424
50318,1018786.5433246766
50319,228713.71080585278
50320,1319373.730672534
50321,352599.33303872973
50322,354844.63104971946
50323,476680.3070117046
50324,480536.26109918556
50325,476680.3070117046
50326,361225.4578187358
50327,533075.1755536653
50328,495185.2761473555
50329,526607.4663049886
50330,367631.26012279163
50331,476680.3070117046
50332,489655.2240391216
50333,323168.60220497655
50334,461563.430076691
50335,446707.7796505741
50336,458642.8632685332
50337,331802.98124586197
50338,742454.2737904594
50339,346878.6325058769
50340,461788.8578768883
50341,605382.0353679945
50342,785960.9312783752
50343,249969.33186188198
50344,343172.3396824188
50345,282837.7450101935
50346,511902.9789192635
50347,419233.5157627082
50348,414045.9299831042
50349,676012.309137102
50350,668789.3229536514
50351,239689.910962368
50352,615403.5178230376
50353,316299.5793128277
50354,916361.1022394635
50355,324750.4326433357
50356,324750.4326433357
50357,250335.76619434883
50358,250335.76619434883
50359,343675.4019031959
50360,250335.76619434883
50361,250335.76619434883
50362,616569.0188375266
50363,680317.0509527746
50364,643639.6495020278
50365,350026.2527962832
50366,350026.2527962832
50367,682646.3318099597
50368,994518.447795145
50369,435083.2780396095
50370,272401.13414235535
50371,1263882.6200812052
50372,247419.2661781587
50373,428547.13748411776
50374,220597.16110925167
50375,838235.5737901224
50376,684983.5876977633
50377,417905.0499157287
50378,778703.0206674071
50379,868652.9744320557
50380,581479.9659699058
